material_name,melting_point_c,density_g_cm3,specific_heat_j_kg_k,target_conversion_pct,required_temp_c
Ag10Te4Br3,664.9,7.19,342.7,90.0,598.4
Ag10Te4Br3,664.9,7.19,342.7,100.0,714.9
Ag12Sn7H16(Se11N2)2,716.1,4.89,501.4,50.0,358.0
Ag12Sn7H16(Se11N2)2,716.1,4.89,501.4,60.0,429.7
Ag12Sn7H16(Se11N2)2,716.1,4.89,501.4,70.0,501.3
Ag12Sn7H16(Se11N2)2,716.1,4.89,501.4,80.0,572.9
Ag12Sn7H16(Se11N2)2,716.1,4.89,501.4,90.0,644.5
Ag12Sn7H16(Se11N2)2,716.1,4.89,501.4,100.0,766.1
Ag15P4S16Cl3,716.9,4.59,533.4,50.0,358.4
Ag15P4S16Cl3,716.9,4.59,533.4,60.0,430.1
Ag15P4S16Cl3,716.9,4.59,533.4,70.0,501.8
Ag15P4S16Cl3,716.9,4.59,533.4,80.0,573.5
Ag15P4S16Cl3,716.9,4.59,533.4,90.0,645.2
Ag15P4S16Cl3,716.9,4.59,533.4,100.0,766.9
Ag2B8O13,1629.8,3.4,713.9,50.0,814.9
Ag2B8O13,1629.8,3.4,713.9,60.0,977.9
Ag2B8O13,1629.8,3.4,713.9,70.0,1140.9
Ag2B8O13,1629.8,3.4,713.9,80.0,1303.8
Ag2B8O13,1629.8,3.4,713.9,90.0,1466.8
Ag2B8O13,1629.8,3.4,713.9,100.0,1679.8
Ag2BiO3,912.8,8.57,288.5,50.0,456.4
Ag2BiO3,912.8,8.57,288.5,60.0,547.7
Ag2BiO3,912.8,8.57,288.5,70.0,639.0
Ag2BiO3,912.8,8.57,288.5,80.0,730.2
Ag2BiO3,912.8,8.57,288.5,90.0,821.5
Ag2BiO3,912.8,8.57,288.5,100.0,962.8
Ag2Br3,765.2,5.73,429.1,50.0,382.6
Ag2Br3,765.2,5.73,429.1,60.0,459.1
Ag2Br3,765.2,5.73,429.1,70.0,535.6
Ag2Br3,765.2,5.73,429.1,80.0,612.1
Ag2Br3,765.2,5.73,429.1,90.0,688.6
Ag2Br3,765.2,5.73,429.1,100.0,815.2
Ag2CO3,990.3,6.1,403.0,50.0,495.1
Ag2CO3,990.3,6.1,403.0,60.0,594.2
Ag2CO3,990.3,6.1,403.0,70.0,693.2
Ag2CO3,990.3,6.1,403.0,80.0,792.2
Ag2CO3,990.3,6.1,403.0,90.0,891.2
Ag2CO3,990.3,6.1,403.0,100.0,1040.3
Ag2Cl3,724.7,4.66,525.0,50.0,362.4
Ag2Cl3,724.7,4.66,525.0,60.0,434.8
Ag2Cl3,724.7,4.66,525.0,70.0,507.3
Ag2Cl3,724.7,4.66,525.0,80.0,579.8
Ag2Cl3,724.7,4.66,525.0,90.0,652.3
Ag2Cl3,724.7,4.66,525.0,100.0,774.7
Ag2F,877.2,8.76,282.1,50.0,438.6
Ag2F,877.2,8.76,282.1,60.0,526.3
Ag2F,877.2,8.76,282.1,70.0,614.1
Ag2F,877.2,8.76,282.1,80.0,701.8
Ag2F,877.2,8.76,282.1,90.0,789.5
Ag2F,877.2,8.76,282.1,100.0,927.2
Ag2F5,1053.5,5.36,457.7,50.0,526.7
Ag2F5,1053.5,5.36,457.7,60.0,632.1
Ag2F5,1053.5,5.36,457.7,70.0,737.4
Ag2F5,1053.5,5.36,457.7,80.0,842.8
Ag2F5,1053.5,5.36,457.7,90.0,948.1
Ag2F5,1053.5,5.36,457.7,100.0,1103.5
Ag2Ge(S2O7)3,1220.0,3.2,758.1,50.0,610.0
Ag2Ge(S2O7)3,1220.0,3.2,758.1,60.0,732.0
Ag2Ge(S2O7)3,1220.0,3.2,758.1,70.0,854.0
Ag2Ge(S2O7)3,1220.0,3.2,758.1,80.0,976.0
Ag2Ge(S2O7)3,1220.0,3.2,758.1,90.0,1098.0
Ag2Ge(S2O7)3,1220.0,3.2,758.1,100.0,1270.0
Ag2GePbS4,747.7,5.68,432.5,50.0,373.8
Ag2GePbS4,747.7,5.68,432.5,60.0,448.6
Ag2GePbS4,747.7,5.68,432.5,70.0,523.4
Ag2GePbS4,747.7,5.68,432.5,80.0,598.1
Ag2GePbS4,747.7,5.68,432.5,90.0,672.9
Ag2GePbS4,747.7,5.68,432.5,100.0,797.7
Ag2GeS3,710.1,4.77,513.6,50.0,355.1
Ag2GeS3,710.1,4.77,513.6,60.0,426.1
Ag2GeS3,710.1,4.77,513.6,70.0,497.1
Ag2GeS3,710.1,4.77,513.6,80.0,568.1
Ag2GeS3,710.1,4.77,513.6,90.0,639.1
Ag2GeS3,710.1,4.77,513.6,100.0,760.1
Ag2H2IOF,971.0,5.04,486.0,50.0,485.5
Ag2H2IOF,971.0,5.04,486.0,60.0,582.6
Ag2H2IOF,971.0,5.04,486.0,70.0,679.7
Ag2H2IOF,971.0,5.04,486.0,80.0,776.8
Ag2H2IOF,971.0,5.04,486.0,90.0,873.9
Ag2H2IOF,971.0,5.04,486.0,100.0,1021.0
Ag2H4(SO4)3,1152.2,3.19,759.6,50.0,576.1
Ag2H4(SO4)3,1152.2,3.19,759.6,60.0,691.3
Ag2H4(SO4)3,1152.2,3.19,759.6,70.0,806.5
Ag2H4(SO4)3,1152.2,3.19,759.6,80.0,921.8
Ag2H4(SO4)3,1152.2,3.19,759.6,90.0,1037.0
Ag2H4(SO4)3,1152.2,3.19,759.6,100.0,1202.2
Ag2Hg2(TeO4)3,997.3,7.51,328.7,50.0,498.6
Ag2Hg2(TeO4)3,997.3,7.51,328.7,60.0,598.4
Ag2Hg2(TeO4)3,997.3,7.51,328.7,70.0,698.1
Ag2Hg2(TeO4)3,997.3,7.51,328.7,80.0,797.8
Ag2Hg2(TeO4)3,997.3,7.51,328.7,90.0,897.5
Ag2Hg2(TeO4)3,997.3,7.51,328.7,100.0,1047.3
Ag2HgGeS4,708.8,5.33,460.1,50.0,354.4
Ag2HgGeS4,708.8,5.33,460.1,60.0,425.3
Ag2HgGeS4,708.8,5.33,460.1,70.0,496.2
Ag2HgGeS4,708.8,5.33,460.1,80.0,567.0
Ag2HgGeS4,708.8,5.33,460.1,90.0,637.9
Ag2HgGeS4,708.8,5.33,460.1,100.0,758.8
Ag2HgI4,730.6,5.75,427.2,50.0,365.3
Ag2HgI4,730.6,5.75,427.2,60.0,438.3
Ag2HgI4,730.6,5.75,427.2,70.0,511.4
Ag2HgI4,730.6,5.75,427.2,80.0,584.5
Ag2HgI4,730.6,5.75,427.2,90.0,657.5
Ag2HgI4,730.6,5.75,427.2,100.0,780.6
Ag2HgO2,704.5,9.16,270.0,50.0,352.2
Ag2HgO2,704.5,9.16,270.0,60.0,422.7
Ag2HgO2,704.5,9.16,270.0,70.0,493.1
Ag2HgO2,704.5,9.16,270.0,80.0,563.6
Ag2HgO2,704.5,9.16,270.0,90.0,634.0
Ag2HgO2,704.5,9.16,270.0,100.0,754.5
Ag2HgSI2,698.7,5.87,418.5,50.0,349.4
Ag2HgSI2,698.7,5.87,418.5,60.0,419.2
Ag2HgSI2,698.7,5.87,418.5,70.0,489.1
Ag2HgSI2,698.7,5.87,418.5,80.0,559.0
Ag2HgSI2,698.7,5.87,418.5,90.0,628.8
Ag2HgSI2,698.7,5.87,418.5,100.0,748.7
Ag2Mo2O7,1178.4,5.93,414.9,50.0,589.2
Ag2Mo2O7,1178.4,5.93,414.9,60.0,707.0
Ag2Mo2O7,1178.4,5.93,414.9,70.0,824.9
Ag2Mo2O7,1178.4,5.93,414.9,80.0,942.7
Ag2Mo2O7,1178.4,5.93,414.9,90.0,1060.5
Ag2Mo2O7,1178.4,5.93,414.9,100.0,1228.4
Ag2O,642.0,7.16,344.2,50.0,321.0
Ag2O,642.0,7.16,344.2,60.0,385.2
Ag2O,642.0,7.16,344.2,70.0,449.4
Ag2O,642.0,7.16,344.2,80.0,513.6
Ag2O,642.0,7.16,344.2,90.0,577.8
Ag2O,642.0,7.16,344.2,100.0,692.0
Ag2P2PdO7,1303.6,4.76,514.3,50.0,651.8
Ag2P2PdO7,1303.6,4.76,514.3,60.0,782.2
Ag2P2PdO7,1303.6,4.76,514.3,70.0,912.5
Ag2P2PdO7,1303.6,4.76,514.3,80.0,1042.9
Ag2P2PdO7,1303.6,4.76,514.3,90.0,1173.2
Ag2P2PdO7,1303.6,4.76,514.3,100.0,1353.6
Ag2PHO4,1208.0,5.0,490.4,50.0,604.0
Ag2PHO4,1208.0,5.0,490.4,60.0,724.8
Ag2PHO4,1208.0,5.0,490.4,70.0,845.6
Ag2PHO4,1208.0,5.0,490.4,80.0,966.4
Ag2PHO4,1208.0,5.0,490.4,90.0,1087.2
Ag2PHO4,1208.0,5.0,490.4,100.0,1258.0
Ag2PSe3,576.2,5.79,424.2,50.0,288.1
Ag2PSe3,576.2,5.79,424.2,60.0,345.7
Ag2PSe3,576.2,5.79,424.2,70.0,403.4
Ag2PSe3,576.2,5.79,424.2,80.0,461.0
Ag2PSe3,576.2,5.79,424.2,90.0,518.6
Ag2PSe3,576.2,5.79,424.2,100.0,626.2
Ag2S2O7,1132.5,4.6,532.1,50.0,566.2
Ag2S2O7,1132.5,4.6,532.1,60.0,679.5
Ag2S2O7,1132.5,4.6,532.1,70.0,792.7
Ag2S2O7,1132.5,4.6,532.1,80.0,906.0
Ag2S2O7,1132.5,4.6,532.1,90.0,1019.2
Ag2S2O7,1132.5,4.6,532.1,100.0,1182.5
Ag2SO4,1065.5,5.43,452.3,50.0,532.7
Ag2SO4,1065.5,5.43,452.3,60.0,639.3
Ag2SO4,1065.5,5.43,452.3,70.0,745.8
Ag2SO4,1065.5,5.43,452.3,80.0,852.4
Ag2SO4,1065.5,5.43,452.3,90.0,958.9
Ag2SO4,1065.5,5.43,452.3,100.0,1115.5
Ag2Se,560.0,7.94,310.8,50.0,280.0
Ag2Se,560.0,7.94,310.8,60.0,336.0
Ag2Se,560.0,7.94,310.8,70.0,392.0
Ag2Se,560.0,7.94,310.8,80.0,448.0
Ag2Se,560.0,7.94,310.8,90.0,504.0
Ag2Se,560.0,7.94,310.8,100.0,610.0
Ag2SeO3,871.3,6.0,409.5,50.0,435.6
Ag2SeO3,871.3,6.0,409.5,60.0,522.8
Ag2SeO3,871.3,6.0,409.5,70.0,609.9
Ag2SeO3,871.3,6.0,409.5,80.0,697.0
Ag2SeO3,871.3,6.0,409.5,90.0,784.2
Ag2SeO3,871.3,6.0,409.5,100.0,921.3
Ag2SeO3,756.8,6.55,375.9,50.0,378.4
Ag2SeO3,756.8,6.55,375.9,60.0,454.1
Ag2SeO3,756.8,6.55,375.9,70.0,529.7
Ag2SeO3,756.8,6.55,375.9,80.0,605.4
Ag2SeO3,756.8,6.55,375.9,90.0,681.1
Ag2SeO3,756.8,6.55,375.9,100.0,806.8
Ag2SeO4,878.0,5.77,426.1,50.0,439.0
Ag2SeO4,878.0,5.77,426.1,60.0,526.8
Ag2SeO4,878.0,5.77,426.1,70.0,614.6
Ag2SeO4,878.0,5.77,426.1,80.0,702.4
Ag2SeO4,878.0,5.77,426.1,90.0,790.2
Ag2SeO4,878.0,5.77,426.1,100.0,928.0
Ag2Sn(S2O7)3,1227.5,3.24,748.6,50.0,613.8
Ag2Sn(S2O7)3,1227.5,3.24,748.6,60.0,736.5
Ag2Sn(S2O7)3,1227.5,3.24,748.6,70.0,859.3
Ag2Sn(S2O7)3,1227.5,3.24,748.6,80.0,982.0
Ag2Sn(S2O7)3,1227.5,3.24,748.6,90.0,1104.8
Ag2Sn(S2O7)3,1227.5,3.24,748.6,100.0,1277.5
Ag2SnHgS4,711.3,5.36,457.7,50.0,355.6
Ag2SnHgS4,711.3,5.36,457.7,60.0,426.8
Ag2SnHgS4,711.3,5.36,457.7,70.0,497.9
Ag2SnHgS4,711.3,5.36,457.7,80.0,569.0
Ag2SnHgS4,711.3,5.36,457.7,90.0,640.2
Ag2SnHgS4,711.3,5.36,457.7,100.0,761.3
Ag2SnHgSe4,713.7,6.03,407.7,50.0,356.8
Ag2SnHgSe4,713.7,6.03,407.7,60.0,428.2
Ag2SnHgSe4,713.7,6.03,407.7,70.0,499.6
Ag2SnHgSe4,713.7,6.03,407.7,80.0,571.0
Ag2SnHgSe4,713.7,6.03,407.7,90.0,642.3
Ag2SnHgSe4,713.7,6.03,407.7,100.0,763.7
Ag2Te,542.8,8.25,299.5,50.0,271.4
Ag2Te,542.8,8.25,299.5,60.0,325.7
Ag2Te,542.8,8.25,299.5,70.0,380.0
Ag2Te,542.8,8.25,299.5,80.0,434.3
Ag2Te,542.8,8.25,299.5,90.0,488.6
Ag2Te,542.8,8.25,299.5,100.0,592.8
Ag2TeO4,934.0,7.1,347.1,50.0,467.0
Ag2TeO4,934.0,7.1,347.1,60.0,560.4
Ag2TeO4,934.0,7.1,347.1,70.0,653.8
Ag2TeO4,934.0,7.1,347.1,80.0,747.2
Ag2TeO4,934.0,7.1,347.1,90.0,840.6
Ag2TeO4,934.0,7.1,347.1,100.0,984.0
Ag2TeS3,535.5,5.15,476.5,50.0,267.8
Ag2TeS3,535.5,5.15,476.5,60.0,321.3
Ag2TeS3,535.5,5.15,476.5,70.0,374.9
Ag2TeS3,535.5,5.15,476.5,80.0,428.4
Ag2TeS3,535.5,5.15,476.5,90.0,482.0
Ag2TeS3,535.5,5.15,476.5,100.0,585.5
Ag3(PO4)2,1222.6,4.52,540.8,50.0,611.3
Ag3(PO4)2,1222.6,4.52,540.8,60.0,733.6
Ag3(PO4)2,1222.6,4.52,540.8,70.0,855.8
Ag3(PO4)2,1222.6,4.52,540.8,80.0,978.1
Ag3(PO4)2,1222.6,4.52,540.8,90.0,1100.4
Ag3(PO4)2,1222.6,4.52,540.8,100.0,1272.6
Ag3AsF12,1310.6,4.04,604.5,50.0,655.3
Ag3AsF12,1310.6,4.04,604.5,60.0,786.3
Ag3AsF12,1310.6,4.04,604.5,70.0,917.4
Ag3AsF12,1310.6,4.04,604.5,80.0,1048.5
Ag3AsF12,1310.6,4.04,604.5,90.0,1179.5
Ag3AsF12,1310.6,4.04,604.5,100.0,1360.6
Ag3AsF12,1231.3,4.66,525.4,50.0,615.6
Ag3AsF12,1231.3,4.66,525.4,60.0,738.8
Ag3AsF12,1231.3,4.66,525.4,70.0,861.9
Ag3AsF12,1231.3,4.66,525.4,80.0,985.0
Ag3AsF12,1231.3,4.66,525.4,90.0,1108.1
Ag3AsF12,1231.3,4.66,525.4,100.0,1281.3
Ag3AsO4,933.8,6.63,371.5,50.0,466.9
Ag3AsO4,933.8,6.63,371.5,60.0,560.3
Ag3AsO4,933.8,6.63,371.5,70.0,653.7
Ag3AsO4,933.8,6.63,371.5,80.0,747.0
Ag3AsO4,933.8,6.63,371.5,90.0,840.4
Ag3AsO4,933.8,6.63,371.5,100.0,983.8
Ag3AsS3,572.0,5.39,455.1,50.0,286.0
Ag3AsS3,572.0,5.39,455.1,60.0,343.2
Ag3AsS3,572.0,5.39,455.1,70.0,400.4
Ag3AsS3,572.0,5.39,455.1,80.0,457.6
Ag3AsS3,572.0,5.39,455.1,90.0,514.8
Ag3AsS3,572.0,5.39,455.1,100.0,622.0
Ag3AsS4,563.5,4.84,505.9,50.0,281.7
Ag3AsS4,563.5,4.84,505.9,60.0,338.1
Ag3AsS4,563.5,4.84,505.9,70.0,394.4
Ag3AsS4,563.5,4.84,505.9,80.0,450.8
Ag3AsS4,563.5,4.84,505.9,90.0,507.1
Ag3AsS4,563.5,4.84,505.9,100.0,613.5
Ag3AsSe3,636.1,6.33,388.7,50.0,318.0
Ag3AsSe3,636.1,6.33,388.7,60.0,381.6
Ag3AsSe3,636.1,6.33,388.7,70.0,445.2
Ag3AsSe3,636.1,6.33,388.7,80.0,508.9
Ag3AsSe3,636.1,6.33,388.7,90.0,572.5
Ag3AsSe3,636.1,6.33,388.7,100.0,686.1
Ag3Au,527.8,12.44,199.3,50.0,263.9
Ag3Au,527.8,12.44,199.3,60.0,316.7
Ag3Au,527.8,12.44,199.3,70.0,369.4
Ag3Au,527.8,12.44,199.3,80.0,422.2
Ag3Au,527.8,12.44,199.3,90.0,475.0
Ag3Au,527.8,12.44,199.3,100.0,577.8
Ag3AuSe2,567.1,8.92,277.2,50.0,283.6
Ag3AuSe2,567.1,8.92,277.2,60.0,340.3
Ag3AuSe2,567.1,8.92,277.2,70.0,397.0
Ag3AuSe2,567.1,8.92,277.2,80.0,453.7
Ag3AuSe2,567.1,8.92,277.2,90.0,510.4
Ag3AuSe2,567.1,8.92,277.2,100.0,617.1
Ag3F8,1039.1,5.37,457.2,50.0,519.6
Ag3F8,1039.1,5.37,457.2,60.0,623.5
Ag3F8,1039.1,5.37,457.2,70.0,727.4
Ag3F8,1039.1,5.37,457.2,80.0,831.3
Ag3F8,1039.1,5.37,457.2,90.0,935.2
Ag3F8,1039.1,5.37,457.2,100.0,1089.1
Ag3Ge5P6,518.9,5.22,469.9,50.0,259.4
Ag3Ge5P6,518.9,5.22,469.9,60.0,311.3
Ag3Ge5P6,518.9,5.22,469.9,70.0,363.2
Ag3Ge5P6,518.9,5.22,469.9,80.0,415.1
Ag3Ge5P6,518.9,5.22,469.9,90.0,467.0
Ag3Ge5P6,518.9,5.22,469.9,100.0,568.9
Ag3O4,680.7,7.05,349.7,50.0,340.3
Ag3O4,680.7,7.05,349.7,60.0,408.4
Ag3O4,680.7,7.05,349.7,70.0,476.5
Ag3O4,680.7,7.05,349.7,80.0,544.5
Ag3O4,680.7,7.05,349.7,90.0,612.6
Ag3O4,680.7,7.05,349.7,100.0,730.7
Ag3P11,520.8,3.85,632.2,50.0,260.4
Ag3P11,520.8,3.85,632.2,60.0,312.5
Ag3P11,520.8,3.85,632.2,70.0,364.5
Ag3P11,520.8,3.85,632.2,80.0,416.6
Ag3P11,520.8,3.85,632.2,90.0,468.7
Ag3P11,520.8,3.85,632.2,100.0,570.8
Ag3PO4,1134.2,6.38,386.0,50.0,567.1
Ag3PO4,1134.2,6.38,386.0,60.0,680.5
Ag3PO4,1134.2,6.38,386.0,70.0,793.9
Ag3PO4,1134.2,6.38,386.0,80.0,907.4
Ag3PO4,1134.2,6.38,386.0,90.0,1020.8
Ag3PO4,1134.2,6.38,386.0,100.0,1184.2
Ag3PS4,615.3,4.66,524.7,50.0,307.6
Ag3PS4,615.3,4.66,524.7,60.0,369.2
Ag3PS4,615.3,4.66,524.7,70.0,430.7
Ag3PS4,615.3,4.66,524.7,80.0,492.2
Ag3PS4,615.3,4.66,524.7,90.0,553.7
Ag3PS4,615.3,4.66,524.7,100.0,665.3
Ag3Pd,530.0,10.73,230.9,50.0,265.0
Ag3Pd,530.0,10.73,230.9,60.0,318.0
Ag3Pd,530.0,10.73,230.9,70.0,371.0
Ag3Pd,530.0,10.73,230.9,80.0,424.0
Ag3Pd,530.0,10.73,230.9,90.0,477.0
Ag3Pd,530.0,10.73,230.9,100.0,580.0
Ag3S4(O3F)4,1237.3,3.31,733.2,50.0,618.6
Ag3S4(O3F)4,1237.3,3.31,733.2,60.0,742.4
Ag3S4(O3F)4,1237.3,3.31,733.2,70.0,866.1
Ag3S4(O3F)4,1237.3,3.31,733.2,80.0,989.8
Ag3S4(O3F)4,1237.3,3.31,733.2,90.0,1113.5
Ag3S4(O3F)4,1237.3,3.31,733.2,100.0,1287.3
Ag3Sb4F24,1576.8,4.12,592.5,50.0,788.4
Ag3Sb4F24,1576.8,4.12,592.5,60.0,946.1
Ag3Sb4F24,1576.8,4.12,592.5,70.0,1103.8
Ag3Sb4F24,1576.8,4.12,592.5,80.0,1261.5
Ag3Sb4F24,1576.8,4.12,592.5,90.0,1419.1
Ag3Sb4F24,1576.8,4.12,592.5,100.0,1626.8
Ag3SbS3,593.1,5.8,423.5,50.0,296.5
Ag3SbS3,593.1,5.8,423.5,60.0,355.8
Ag3SbS3,593.1,5.8,423.5,70.0,415.1
Ag3SbS3,593.1,5.8,423.5,80.0,474.4
Ag3SbS3,593.1,5.8,423.5,90.0,533.7
Ag3SbS3,593.1,5.8,423.5,100.0,643.1
Ag3Sn2(GeP2)3,517.3,5.34,459.5,50.0,258.6
Ag3Sn2(GeP2)3,517.3,5.34,459.5,60.0,310.4
Ag3Sn2(GeP2)3,517.3,5.34,459.5,70.0,362.1
Ag3Sn2(GeP2)3,517.3,5.34,459.5,80.0,413.8
Ag3Sn2(GeP2)3,517.3,5.34,459.5,90.0,465.6
Ag3Sn2(GeP2)3,517.3,5.34,459.5,100.0,567.3
Ag3SnP7,534.4,4.97,492.9,50.0,267.2
Ag3SnP7,534.4,4.97,492.9,60.0,320.7
Ag3SnP7,534.4,4.97,492.9,70.0,374.1
Ag3SnP7,534.4,4.97,492.9,80.0,427.5
Ag3SnP7,534.4,4.97,492.9,90.0,481.0
Ag3SnP7,534.4,4.97,492.9,100.0,584.4
Ag3Te2Au,547.6,9.0,274.6,50.0,273.8
Ag3Te2Au,547.6,9.0,274.6,60.0,328.6
Ag3Te2Au,547.6,9.0,274.6,70.0,383.3
Ag3Te2Au,547.6,9.0,274.6,80.0,438.1
Ag3Te2Au,547.6,9.0,274.6,90.0,492.9
Ag3Te2Au,547.6,9.0,274.6,100.0,597.6
Ag4Hg4S4BrCl3,768.7,6.11,402.7,50.0,384.3
Ag4Hg4S4BrCl3,768.7,6.11,402.7,60.0,461.2
Ag4Hg4S4BrCl3,768.7,6.11,402.7,70.0,538.1
Ag4Hg4S4BrCl3,768.7,6.11,402.7,80.0,614.9
Ag4Hg4S4BrCl3,768.7,6.11,402.7,90.0,691.8
Ag4Hg4S4BrCl3,768.7,6.11,402.7,100.0,818.7
Ag4Mo2Se3O16,1052.3,4.92,497.7,50.0,526.1
Ag4Mo2Se3O16,1052.3,4.92,497.7,60.0,631.4
Ag4Mo2Se3O16,1052.3,4.92,497.7,70.0,736.6
Ag4Mo2Se3O16,1052.3,4.92,497.7,80.0,841.8
Ag4Mo2Se3O16,1052.3,4.92,497.7,90.0,947.0
Ag4Mo2Se3O16,1052.3,4.92,497.7,100.0,1102.3
Ag4PIO4,1052.5,6.27,392.7,50.0,526.2
Ag4PIO4,1052.5,6.27,392.7,60.0,631.5
Ag4PIO4,1052.5,6.27,392.7,70.0,736.7
Ag4PIO4,1052.5,6.27,392.7,80.0,842.0
Ag4PIO4,1052.5,6.27,392.7,90.0,947.2
Ag4PIO4,1052.5,6.27,392.7,100.0,1102.5
Ag4TeO5,847.1,7.76,318.1,50.0,423.5
Ag4TeO5,847.1,7.76,318.1,60.0,508.2
Ag4TeO5,847.1,7.76,318.1,70.0,592.9
Ag4TeO5,847.1,7.76,318.1,80.0,677.7
Ag4TeO5,847.1,7.76,318.1,90.0,762.4
Ag4TeO5,847.1,7.76,318.1,100.0,897.1
Ag4TeSO4,935.2,6.02,408.3,50.0,467.6
Ag4TeSO4,935.2,6.02,408.3,60.0,561.1
Ag4TeSO4,935.2,6.02,408.3,70.0,654.6
Ag4TeSO4,935.2,6.02,408.3,80.0,748.1
Ag4TeSO4,935.2,6.02,408.3,90.0,841.7
Ag4TeSO4,935.2,6.02,408.3,100.0,985.2
Ag5(PbO3)2,861.0,8.77,281.7,50.0,430.5
Ag5(PbO3)2,861.0,8.77,281.7,60.0,516.6
Ag5(PbO3)2,861.0,8.77,281.7,70.0,602.7
Ag5(PbO3)2,861.0,8.77,281.7,80.0,688.8
Ag5(PbO3)2,861.0,8.77,281.7,90.0,774.9
Ag5(PbO3)2,861.0,8.77,281.7,100.0,911.0
Ag5BiO4,796.3,8.2,301.2,50.0,398.2
Ag5BiO4,796.3,8.2,301.2,60.0,477.8
Ag5BiO4,796.3,8.2,301.2,70.0,557.4
Ag5BiO4,796.3,8.2,301.2,80.0,637.1
Ag5BiO4,796.3,8.2,301.2,90.0,716.7
Ag5BiO4,796.3,8.2,301.2,100.0,846.3
Ag5Hg4P8Cl5,675.2,5.81,423.1,50.0,337.6
Ag5Hg4P8Cl5,675.2,5.81,423.1,60.0,405.1
Ag5Hg4P8Cl5,675.2,5.81,423.1,70.0,472.6
Ag5Hg4P8Cl5,675.2,5.81,423.1,80.0,540.1
Ag5Hg4P8Cl5,675.2,5.81,423.1,90.0,607.7
Ag5Hg4P8Cl5,675.2,5.81,423.1,100.0,725.2
Ag5HgSbO6,864.0,8.01,308.3,50.0,432.0
Ag5HgSbO6,864.0,8.01,308.3,60.0,518.4
Ag5HgSbO6,864.0,8.01,308.3,70.0,604.8
Ag5HgSbO6,864.0,8.01,308.3,80.0,691.2
Ag5HgSbO6,864.0,8.01,308.3,90.0,777.6
Ag5HgSbO6,864.0,8.01,308.3,100.0,914.0
Ag5P(S2Cl)2,744.6,4.79,511.0,50.0,372.3
Ag5P(S2Cl)2,744.6,4.79,511.0,60.0,446.8
Ag5P(S2Cl)2,744.6,4.79,511.0,70.0,521.2
Ag5P(S2Cl)2,744.6,4.79,511.0,80.0,595.7
Ag5P(S2Cl)2,744.6,4.79,511.0,90.0,670.1
Ag5P(S2Cl)2,744.6,4.79,511.0,100.0,794.6
Ag5PSeO4,1011.3,6.59,373.5,50.0,505.6
Ag5PSeO4,1011.3,6.59,373.5,60.0,606.8
Ag5PSeO4,1011.3,6.59,373.5,70.0,707.9
Ag5PSeO4,1011.3,6.59,373.5,80.0,809.0
Ag5PSeO4,1011.3,6.59,373.5,90.0,910.1
Ag5PSeO4,1011.3,6.59,373.5,100.0,1061.3
Ag5Te2Cl,606.9,7.37,334.7,50.0,303.5
Ag5Te2Cl,606.9,7.37,334.7,60.0,364.2
Ag5Te2Cl,606.9,7.37,334.7,70.0,424.9
Ag5Te2Cl,606.9,7.37,334.7,80.0,485.5
Ag5Te2Cl,606.9,7.37,334.7,90.0,546.2
Ag5Te2Cl,606.9,7.37,334.7,100.0,656.9
Ag6GeSO8,987.7,6.21,395.9,50.0,493.8
Ag6GeSO8,987.7,6.21,395.9,60.0,592.6
Ag6GeSO8,987.7,6.21,395.9,70.0,691.4
Ag6GeSO8,987.7,6.21,395.9,80.0,790.1
Ag6GeSO8,987.7,6.21,395.9,90.0,888.9
Ag6GeSO8,987.7,6.21,395.9,100.0,1037.7
Ag6HgNO11,742.0,6.65,370.4,50.0,371.0
Ag6HgNO11,742.0,6.65,370.4,60.0,445.2
Ag6HgNO11,742.0,6.65,370.4,70.0,519.4
Ag6HgNO11,742.0,6.65,370.4,80.0,593.6
Ag6HgNO11,742.0,6.65,370.4,90.0,667.8
Ag6HgNO11,742.0,6.65,370.4,100.0,792.0
Ag6Mo2ClO7F3,1111.5,5.76,426.6,50.0,555.7
Ag6Mo2ClO7F3,1111.5,5.76,426.6,60.0,666.9
Ag6Mo2ClO7F3,1111.5,5.76,426.6,70.0,778.0
Ag6Mo2ClO7F3,1111.5,5.76,426.6,80.0,889.2
Ag6Mo2ClO7F3,1111.5,5.76,426.6,90.0,1000.3
Ag6Mo2ClO7F3,1111.5,5.76,426.6,100.0,1161.5
Ag7AsSe6,623.0,6.42,383.7,50.0,311.5
Ag7AsSe6,623.0,6.42,383.7,60.0,373.8
Ag7AsSe6,623.0,6.42,383.7,70.0,436.1
Ag7AsSe6,623.0,6.42,383.7,80.0,498.4
Ag7AsSe6,623.0,6.42,383.7,90.0,560.7
Ag7AsSe6,623.0,6.42,383.7,100.0,673.0
Ag7NO11,730.3,6.51,378.4,50.0,365.2
Ag7NO11,730.3,6.51,378.4,60.0,438.2
Ag7NO11,730.3,6.51,378.4,70.0,511.2
Ag7NO11,730.3,6.51,378.4,80.0,584.3
Ag7NO11,730.3,6.51,378.4,90.0,657.3
Ag7NO11,730.3,6.51,378.4,100.0,780.3
Ag7PSe6,574.6,6.59,373.8,50.0,287.3
Ag7PSe6,574.6,6.59,373.8,60.0,344.7
Ag7PSe6,574.6,6.59,373.8,70.0,402.2
Ag7PSe6,574.6,6.59,373.8,80.0,459.7
Ag7PSe6,574.6,6.59,373.8,90.0,517.1
