base_material,target_phase,density_g_cm3,specific_heat_j_kg_k,required_temp_c
ba2ge4pd5,orthorhombic,7.66,322.2,341.5
ba2ge5ir4,liquid,10.1,245.1,806.1
ba2ge5ir4,orthorhombic,10.1,245.1,370.6
ba2geas2,liquid,5.13,478.3,950.2
ba2geas2,monoclinic,5.13,478.3,390.8
ba2geo4,liquid,5.45,450.4,1835.5
ba2geo4,orthorhombic,5.45,450.4,869.1
ba2gep2,liquid,4.48,545.8,932.8
ba2gep2,monoclinic,4.48,545.8,452.9
ba2ges4,liquid,4.06,600.9,1323.5
ba2ges4,orthorhombic,4.06,600.9,736.8
ba2gese4,liquid,4.95,495.3,1280.5
ba2gese4,monoclinic,4.95,495.3,548.1
ba2h2pd(s5o17)2,liquid,2.87,840.4,1389.4
ba2h2pd(s5o17)2,triclinic,2.87,840.4,618.6
ba2h3i,liquid,4.64,527.1,1006.3
ba2h3i,trigonal,4.64,527.1,551.8
ba2h6os,liquid,5.9,416.5,783.1
ba2h6os,cubic,5.9,416.5,437.0
ba2h6pt,liquid,5.97,411.9,846.2
ba2h6pt,orthorhombic,5.97,411.9,422.8
ba2h6ru,liquid,4.83,507.1,843.2
ba2h6ru,cubic,4.83,507.1,337.1
ba2h8pto8,liquid,4.95,495.4,1304.6
ba2h8pto8,orthorhombic,4.95,495.4,543.0
ba2hru3o10,liquid,5.51,445.5,1409.5
ba2hru3o10,orthorhombic,5.51,445.5,589.8
ba2hfo4,liquid,7.32,337.0,2141.4
ba2hfo4,tetragonal,7.32,337.0,1170.7
ba2hfs4,liquid,4.98,492.5,1543.7
ba2hfs4,tetragonal,4.98,492.5,893.1
ba2hg,liquid,5.75,427.5,721.9
ba2hg,tetragonal,5.75,427.5,401.9
ba2hg3(pdo2)7,liquid,8.01,308.4,1088.8
ba2hg3(pdo2)7,monoclinic,8.01,308.4,567.5
ba2hgpb,liquid,7.33,336.6,815.9
ba2hgpb,cubic,7.33,336.6,458.6
ba2hgs5,liquid,4.64,527.9,1201.1
ba2hgs5,orthorhombic,4.64,527.9,523.7
ba2ho(cuo2)4,liquid,6.58,374.5,1477.6
ba2ho(cuo2)4,orthorhombic,6.58,374.5,623.9
ba2hob2clo6,liquid,4.99,490.8,2048.5
ba2hob2clo6,monoclinic,4.99,490.8,927.1
ba2hocl7,liquid,4.04,604.1,1840.2
ba2hocl7,monoclinic,4.04,604.1,817.4
ba2homoo6,liquid,6.86,359.2,1920.7
ba2homoo6,cubic,6.86,359.2,786.6
ba2honbo6,liquid,6.7,367.4,2110.9
ba2honbo6,cubic,6.7,367.4,934.0
ba2hopao6,liquid,7.51,328.6,2238.4
ba2hopao6,cubic,7.51,328.6,979.7
ba2horeo6,liquid,7.95,310.5,1922.7
ba2horeo6,cubic,7.95,310.5,879.1
ba2horuo6,liquid,7.07,348.8,1835.2
ba2horuo6,cubic,7.07,348.8,778.8
ba2hosbo6,liquid,7.1,347.3,1944.9
ba2hosbo6,cubic,7.1,347.3,979.7
ba2hotao6,liquid,7.71,320.0,2165.7
ba2hotao6,tetragonal,7.71,320.0,1049.2
ba2houo6,liquid,7.56,326.2,2199.8
ba2houo6,cubic,7.56,326.2,1046.4
ba2i2o,liquid,4.88,501.7,1664.6
ba2i2o,orthorhombic,4.88,501.7,729.2
ba2in13ir4,liquid,9.04,273.6,684.4
ba2in13ir4,orthorhombic,9.04,273.6,262.3
ba2in2o5,liquid,6.26,393.2,1640.1
ba2in2o5,orthorhombic,6.26,393.2,933.3
ba2in2s5,liquid,4.32,565.1,1262.1
ba2in2s5,orthorhombic,4.32,565.1,537.9
ba2in2si3so10,liquid,4.62,529.6,1849.8
ba2in2si3so10,orthorhombic,4.62,529.6,1058.5
ba2inbio6,liquid,7.21,342.1,1578.4
ba2inbio6,cubic,7.21,342.1,700.5
ba2inbis5,liquid,4.95,494.8,1234.1
ba2inbis5,orthorhombic,4.95,494.8,632.1
ba2inbise5,liquid,5.77,426.1,1211.6
ba2inbise5,orthorhombic,5.77,426.1,667.3
ba2inbro3,liquid,5.87,418.9,1702.6
ba2inbro3,tetragonal,5.87,418.9,838.4
ba2inclo3,liquid,5.59,439.1,1740.8
ba2inclo3,tetragonal,5.59,439.1,952.9
ba2incuo4,liquid,5.83,421.7,1551.4
ba2incuo4,tetragonal,5.83,421.7,859.7
ba2ingao5,liquid,6.08,404.8,1706.8
ba2ingao5,orthorhombic,6.08,404.8,725.8
ba2iniro6,liquid,7.46,330.8,1534.5
ba2iniro6,trigonal,7.46,330.8,713.7
ba2ino3f,liquid,5.98,411.3,1839.7
ba2ino3f,tetragonal,5.98,411.3,934.8
ba2inoso6,liquid,7.74,319.0,1593.9
ba2inoso6,cubic,7.74,319.0,922.2
ba2inruo6,liquid,6.71,367.3,1577.4
ba2inruo6,trigonal,6.71,367.3,709.1
ba2insbo6,liquid,6.82,361.4,1691.1
ba2insbo6,cubic,6.82,361.4,897.7
ba2insbse5,liquid,5.34,460.0,1193.8
ba2insbse5,orthorhombic,5.34,460.0,660.7
ba2la3si3o12f,liquid,5.05,485.7,2203.8
ba2la3si3o12f,triclinic,5.05,485.7,1175.2
ba2laag5s6,liquid,5.55,442.7,1121.8
ba2laag5s6,monoclinic,5.55,442.7,637.6
ba2labio6,liquid,6.76,364.7,1804.7
ba2labio6,monoclinic,6.76,364.7,893.0
ba2lac3o9f,liquid,4.64,527.6,1836.2
ba2lac3o9f,monoclinic,4.64,527.6,883.9
ba2lairo6,liquid,7.21,341.9,1770.3
ba2lairo6,monoclinic,7.21,341.9,883.4
ba2lanbo6,liquid,6.01,409.5,2074.6
ba2lanbo6,monoclinic,6.01,409.5,854.5
ba2lapao6,liquid,6.53,376.9,2193.2
ba2lapao6,cubic,6.53,376.9,891.2
ba2lapuo6,liquid,6.91,356.7,2059.0
ba2lapuo6,cubic,6.91,356.7,1012.9
ba2laruo6,liquid,6.28,391.6,1801.2
ba2laruo6,trigonal,6.28,391.6,844.0
ba2lasbo6,liquid,6.48,380.0,1914.4
ba2lasbo6,trigonal,6.48,380.0,903.7
ba2lata(cuo4)2,liquid,7.21,342.0,1799.7
ba2lata(cuo4)2,tetragonal,7.21,342.0,873.5
ba2latao6,liquid,7.08,348.3,2128.0
ba2latao6,monoclinic,7.08,348.3,1157.7
ba2li(bo2)5,liquid,3.77,645.9,1914.6
ba2li(bo2)5,monoclinic,3.77,645.9,929.5
ba2li3tan4,liquid,5.58,440.1,994.0
ba2li3tan4,monoclinic,5.58,440.1,463.0
ba2lial(cn2)4,liquid,3.09,783.2,941.6
ba2lial(cn2)4,orthorhombic,3.09,783.2,430.0
ba2lige3,liquid,4.9,499.7,804.0
ba2lige3,orthorhombic,4.9,499.7,437.8
ba2liio6,liquid,5.84,420.6,1555.8
ba2liio6,cubic,5.84,420.6,771.4
ba2lioso6,liquid,6.82,361.4,1648.9
ba2lioso6,cubic,6.82,361.4,955.9
ba2liren4,liquid,6.1,403.5,983.5
ba2liren4,monoclinic,6.1,403.5,529.9
ba2lireo6,liquid,6.71,367.4,1783.7
ba2lireo6,cubic,6.71,367.4,981.7
ba2lisi3,liquid,3.73,653.3,727.4
ba2lisi3,orthorhombic,3.73,653.3,295.6
ba2liteo6,liquid,5.79,424.3,1622.3
ba2liteo6,cubic,5.79,424.3,861.6
ba2lub2clo6,liquid,5.18,473.4,2052.4
ba2lub2clo6,monoclinic,5.18,473.4,995.3
ba2lubio6,liquid,7.84,315.0,1838.9
ba2lubio6,trigonal,7.84,315.0,841.3
ba2luiro6,liquid,8.41,293.6,1817.5
ba2luiro6,cubic,8.41,293.6,1010.0
ba2lumoo6,liquid,7.16,344.6,1936.5
ba2lumoo6,cubic,7.16,344.6,1130.9
ba2lunbo6,liquid,7.15,344.8,2127.8
ba2lunbo6,cubic,7.15,344.8,1147.4
ba2lureo6,liquid,8.27,298.9,1937.3
ba2lureo6,monoclinic,8.27,298.9,765.1
ba2luruo6,liquid,7.36,335.0,1849.5
ba2luruo6,cubic,7.36,335.0,933.6
ba2lusbo6,liquid,7.41,333.0,1957.8
ba2lusbo6,cubic,7.41,333.0,1122.0
ba2lutao6,liquid,8.21,300.7,2181.9
ba2lutao6,cubic,8.21,300.7,1251.4
ba2luuo6,liquid,8.05,306.8,2214.7
ba2luuo6,cubic,8.05,306.8,876.8
ba2mg(bo3)2,liquid,5.01,489.4,1957.2
ba2mg(bo3)2,trigonal,5.01,489.4,855.9
ba2mg(geir)4,liquid,9.55,259.1,820.6
ba2mg(geir)4,orthorhombic,9.55,259.1,370.1
ba2mg(po4)2,liquid,4.25,575.4,2003.8
ba2mg(po4)2,monoclinic,4.25,575.4,1101.8
ba2mg17,liquid,2.27,1055.0,563.3
ba2mg17,trigonal,2.27,1055.0,303.4
ba2mg3h10,liquid,3.1,781.9,757.9
ba2mg3h10,monoclinic,3.1,781.9,301.1
ba2mg3si4,liquid,3.48,697.9,689.1
ba2mg3si4,monoclinic,3.48,697.9,379.1
ba2mgcu3f14,liquid,4.73,517.8,1808.5
ba2mgcu3f14,triclinic,4.73,517.8,881.9
ba2mgge2o7,liquid,4.68,523.0,1805.8
ba2mgge2o7,tetragonal,4.68,523.0,770.9
ba2mgh6,liquid,3.94,618.6,795.6
ba2mgh6,trigonal,3.94,618.6,347.8
ba2mgmoo6,liquid,5.89,417.6,1824.7
ba2mgmoo6,cubic,5.89,417.6,973.9
ba2mgoso6,liquid,7.11,346.5,1719.9
ba2mgoso6,cubic,7.11,346.5,962.7
ba2mgreo6,liquid,7.04,349.9,1826.5
ba2mgreo6,cubic,7.04,349.9,751.2
ba2mgsi2o7,liquid,4.23,576.9,2063.6
ba2mgsi2o7,tetragonal,4.23,576.9,1118.5
ba2mgtl,liquid,5.23,468.7,656.4
ba2mgtl,cubic,5.23,468.7,333.3
ba2mguo6,liquid,6.9,357.2,2105.8
ba2mguo6,cubic,6.9,357.2,1168.2
ba2mgwo6,liquid,6.88,358.1,1879.0
ba2mgwo6,cubic,6.88,358.1,1017.6
ba2mn(aso4)2,liquid,4.56,537.1,1655.9
ba2mn(aso4)2,monoclinic,4.56,537.1,690.1
ba2mn(bo2)6,liquid,3.74,650.2,1879.3
ba2mn(bo2)6,trigonal,3.74,650.2,886.2
ba2mn(po4)2,liquid,4.25,574.5,1929.2
ba2mn(po4)2,monoclinic,4.25,574.5,825.9
ba2mn2cuf14,liquid,4.12,592.0,1884.3
ba2mn2cuf14,monoclinic,4.12,592.0,815.6
ba2mn2sb2o,liquid,5.28,464.6,1100.5
ba2mn2sb2o,hexagonal,5.28,464.6,588.3
ba2mn2se2of2,liquid,5.3,462.9,1696.0
ba2mn2se2of2,tetragonal,5.3,462.9,895.9
ba2mn2si2o9,liquid,4.38,558.2,1873.6
ba2mn2si2o9,orthorhombic,4.38,558.2,979.6
ba2mn3(seo3)6,liquid,4.28,571.4,1377.8
ba2mn3(seo3)6,monoclinic,4.28,571.4,550.8
ba2mnge2o7,liquid,4.67,524.4,1727.2
ba2mnge2o7,tetragonal,4.67,524.4,856.5
ba2mnmoo6,liquid,6.02,408.5,1733.3
ba2mnmoo6,cubic,6.02,408.5,732.1
ba2mno3,liquid,5.75,427.4,1703.0
ba2mno3,monoclinic,5.75,427.4,685.7
ba2mnreo6,liquid,7.14,345.5,1737.0
ba2mnreo6,cubic,7.14,345.5,832.2
ba2mns3,liquid,4.24,575.7,1388.5
ba2mns3,orthorhombic,4.24,575.7,743.1
ba2mnse3,liquid,5.05,485.8,1347.7
ba2mnse3,orthorhombic,5.05,485.8,535.1
ba2mnsi2clo7,liquid,4.33,564.4,1934.0
ba2mnsi2clo7,tetragonal,4.33,564.4,785.8
ba2mnte3,liquid,5.24,468.5,1207.2
ba2mnte3,orthorhombic,5.24,468.5,609.9
ba2mnteo6,liquid,6.34,388.5,1666.2
ba2mnteo6,cubic,6.34,388.5,705.2
ba2mntese2,liquid,5.12,478.7,1303.7
ba2mntese2,orthorhombic,5.12,478.7,570.2
ba2mnv2ho9,liquid,4.45,549.9,1727.8
ba2mnv2ho9,monoclinic,4.45,549.9,958.5
ba2mnwo6,liquid,6.96,353.9,1786.1
ba2mnwo6,cubic,6.96,353.9,963.9
ba2mnzn2(aso)2,liquid,5.87,419.0,1214.3
ba2mnzn2(aso)2,tetragonal,5.87,419.0,654.8
ba2n,liquid,4.41,554.8,786.2
ba2n,trigonal,4.41,554.8,388.1
ba2ncl,liquid,4.76,514.5,1244.8
ba2ncl,trigonal,4.76,514.5,602.8
ba2na(cuo2)3,liquid,5.42,452.9,1354.9
ba2na(cuo2)3,orthorhombic,5.42,452.9,738.5
ba2na(snas)6,liquid,5.5,446.5,754.0
ba2na(snas)6,monoclinic,5.5,446.5,397.1
ba2na2sral4f20,liquid,3.78,644.5,2299.7
ba2na2sral4f20,monoclinic,3.78,644.5,930.6
ba2na2u(s2o)2,liquid,4.52,541.4,1613.5
ba2na2u(s2o)2,triclinic,4.52,541.4,654.6
ba2naio6,liquid,5.7,431.2,1543.6
ba2naio6,cubic,5.7,431.2,708.0
ba2nao,liquid,2.86,845.9,1202.0
ba2nao,orthorhombic,2.86,845.9,510.3
ba2naoso6,liquid,6.55,376.0,1623.8
ba2naoso6,cubic,6.55,376.0,736.6
ba2nareo6,liquid,6.45,381.7,1759.7
ba2nareo6,cubic,6.45,381.7,935.4
ba2nauo6,liquid,6.34,388.4,1934.5
ba2nauo6,orthorhombic,6.34,388.4,1025.6
ba2nb15o32,liquid,5.65,434.5,1895.5
ba2nb15o32,trigonal,5.65,434.5,861.2
ba2nb2teo10,liquid,5.27,466.0,1836.6
ba2nb2teo10,orthorhombic,5.27,466.0,907.8
ba2nb5o9,liquid,6.7,367.5,1844.2
ba2nb5o9,tetragonal,6.7,367.5,765.2
ba2nb6te2o21,liquid,4.93,496.5,1833.1
ba2nb6te2o21,monoclinic,4.93,496.5,873.0
ba2nbcro6,liquid,6.23,394.7,1925.3
ba2nbcro6,hexagonal,6.23,394.7,1027.3
ba2nbfeo6,liquid,6.22,395.5,1853.0
ba2nbfeo6,cubic,6.22,395.5,1013.2
ba2nbino6,liquid,6.43,382.6,1881.8
ba2nbino6,cubic,6.43,382.6,897.9
ba2nbn3,liquid,5.5,446.0,1071.0
ba2nbn3,monoclinic,5.5,446.0,454.2
ba2nbp2o9f,liquid,4.1,595.4,2005.3
ba2nbp2o9f,monoclinic,4.1,595.4,1123.4
ba2nbrho6,liquid,6.79,363.0,1780.0
ba2nbrho6,cubic,6.79,363.0,903.5
ba2nbvo6,liquid,6.15,400.2,1953.7
ba2nbvo6,cubic,6.15,400.2,1079.7
ba2nd(cuo2)3,liquid,6.26,392.9,1545.0
ba2nd(cuo2)3,tetragonal,6.26,392.9,847.4
ba2nd2fe4o11,liquid,6.3,390.5,1702.7
ba2nd2fe4o11,orthorhombic,6.3,390.5,933.1
ba2nd2si4o13,liquid,4.94,496.2,2130.7
ba2nd2si4o13,triclinic,4.94,496.2,1133.3
ba2ndbio6,liquid,6.96,354.3,1793.8
ba2ndbio6,monoclinic,6.96,354.3,802.1
ba2ndiro6,liquid,7.4,333.2,1762.1
ba2ndiro6,cubic,7.4,333.2,717.9
ba2ndmoo6,liquid,6.27,392.6,1892.2
ba2ndmoo6,tetragonal,6.27,392.6,907.6
ba2ndnbo6,liquid,6.16,399.2,2068.5
ba2ndnbo6,monoclinic,6.16,399.2,1011.5
ba2ndpao6,liquid,6.71,367.0,2189.7
ba2ndpao6,cubic,6.71,367.0,1158.1
ba2ndpuo6,liquid,7.09,347.7,2053.9
ba2ndpuo6,cubic,7.09,347.7,962.4
ba2ndruo6,liquid,6.46,381.2,1792.8
ba2ndruo6,monoclinic,6.46,381.2,1042.3
ba2ndsbo6,liquid,6.5,379.0,1906.0
ba2ndsbo6,trigonal,6.5,379.0,1069.2
ba2ndtao6,liquid,7.12,346.5,2122.1
ba2ndtao6,monoclinic,7.12,346.5,1112.0
ba2ndtlcu2o7,liquid,7.17,344.1,1531.2
ba2ndtlcu2o7,orthorhombic,7.17,344.1,884.3
ba2nduo6,liquid,6.91,356.8,2151.5
ba2nduo6,cubic,6.91,356.8,868.1
ba2ndwo6,liquid,7.11,346.9,1923.6
ba2ndwo6,cubic,7.11,346.9,796.4
ba2ni(po4)2,liquid,4.44,550.8,1863.1
ba2ni(po4)2,monoclinic,4.44,550.8,781.1
ba2ni3n2,liquid,5.81,423.2,779.5
ba2ni3n2,orthorhombic,5.81,423.2,347.4
ba2ni5ge4,liquid,6.75,365.1,752.4
ba2ni5ge4,monoclinic,6.75,365.1,286.6
ba2nimoo6,liquid,6.36,386.8,1652.2
ba2nimoo6,cubic,6.36,386.8,782.0
ba2nioso6,liquid,7.4,333.4,1540.1
ba2nioso6,trigonal,7.4,333.4,752.8
ba2niteo6,liquid,6.39,385.0,1574.7
ba2niteo6,trigonal,6.39,385.0,701.3
ba2niwo6,liquid,7.37,334.7,1703.6
ba2niwo6,cubic,7.37,334.7,699.2
ba2p2o7,liquid,3.96,616.1,2000.4
ba2p2o7,orthorhombic,3.96,616.1,1093.4
ba2p3pd,liquid,5.15,476.4,960.6
ba2p3pd,monoclinic,5.15,476.4,506.9
ba2p7br,liquid,3.59,678.1,924.2
ba2p7br,monoclinic,3.59,678.1,383.7
ba2p7i,liquid,3.74,651.4,889.9
ba2p7i,monoclinic,3.74,651.4,441.5
ba2pcl,liquid,3.94,618.9,1367.8
ba2pcl,trigonal,3.94,618.9,735.3
ba2pio4,liquid,4.51,542.7,1948.1
ba2pio4,monoclinic,4.51,542.7,1105.5
ba2pb,liquid,5.82,422.6,793.6
ba2pb,orthorhombic,5.82,422.6,428.6
ba2pbo4,liquid,7.2,342.3,1616.1
ba2pbo4,tetragonal,7.2,342.3,836.6
ba2pdf6,liquid,4.96,493.8,2031.8
ba2pdf6,orthorhombic,4.96,493.8,1075.1
ba2pdo3,liquid,6.68,369.0,1576.9
ba2pdo3,orthorhombic,6.68,369.0,631.5
ba2pr(cuo2)3,liquid,6.18,398.4,1539.5
ba2pr(cuo2)3,tetragonal,6.18,398.4,756.8
ba2pr(cuo2)4,liquid,6.18,398.2,1460.9
ba2pr(cuo2)4,orthorhombic,6.18,398.2,796.0
ba2prbio6,liquid,6.83,360.6,1785.7
ba2prbio6,monoclinic,6.83,360.6,735.9
ba2priro6,liquid,7.41,332.7,1752.4
ba2priro6,cubic,7.41,332.7,1017.4
ba2prnb(cuo4)2,liquid,6.48,380.2,1758.2
ba2prnb(cuo4)2,tetragonal,6.48,380.2,696.6
ba2prnbo6,liquid,6.07,405.2,2059.5
ba2prnbo6,monoclinic,6.07,405.2,924.5
ba2prpao6,liquid,6.61,372.8,2179.2
ba2prpao6,cubic,6.61,372.8,965.5
ba2prpto6,liquid,7.28,338.9,1701.9
ba2prpto6,cubic,7.28,338.9,861.0
ba2prruo6,liquid,6.55,376.0,1783.6
ba2prruo6,monoclinic,6.55,376.0,956.1
ba2prsbo6,liquid,6.39,385.0,1897.5
ba2prsbo6,trigonal,6.39,385.0,992.8
ba2prtao6,liquid,7.12,346.1,2112.9
ba2prtao6,monoclinic,7.12,346.1,1140.7
ba2pumno6,liquid,7.26,339.9,1886.2
ba2pumno6,cubic,7.26,339.9,966.1
ba2pupao6,liquid,7.8,316.5,2127.5
ba2pupao6,cubic,7.8,316.5,858.7
ba2pupbo6,liquid,7.63,323.3,1784.2
ba2pupbo6,cubic,7.63,323.3,852.5
ba2puzno6,liquid,7.49,329.4,1838.7
ba2puzno6,cubic,7.49,329.4,961.3
ba2re6s11,liquid,7.25,340.1,1076.6
ba2re6s11,trigonal,7.25,340.1,513.4
ba2ren3,liquid,7.06,349.4,904.2
ba2ren3,orthorhombic,7.06,349.4,487.0
ba2reo5,liquid,7.32,337.0,1783.4
ba2reo5,orthorhombic,7.32,337.0,1026.2
ba2ru7o18,liquid,6.45,381.8,1338.1
ba2ru7o18,triclinic,6.45,381.8,622.8
ba2sb2o5,liquid,5.23,468.8,1670.2
ba2sb2o5,orthorhombic,5.23,468.8,875.0
ba2sb3,liquid,5.5,446.5,983.1
ba2sb3,monoclinic,5.5,446.5,541.4
ba2sc2o5,liquid,5.18,473.7,2128.3
ba2sc2o5,orthorhombic,5.18,473.7,902.8
ba2sccuo4,liquid,5.27,465.7,1846.0
ba2sccuo4,tetragonal,5.27,465.7,766.2
ba2sciro6,liquid,7.23,341.2,1801.2
ba2sciro6,cubic,7.23,341.2,899.3
ba2scnbo6,liquid,5.93,414.4,2114.6
ba2scnbo6,cubic,5.93,414.4,885.9
ba2sco3f,liquid,5.45,450.8,2164.7
ba2sco3f,tetragonal,5.45,450.8,892.4
ba2scoso6,liquid,7.3,337.7,1846.3
ba2scoso6,cubic,7.3,337.7,921.1
ba2scpao6,liquid,6.68,369.0,2243.1
ba2scpao6,cubic,6.68,369.0,951.3
ba2screo6,liquid,7.24,340.8,1923.8
ba2screo6,cubic,7.24,340.8,791.3
ba2sctao6,liquid,6.89,357.5,2166.9
ba2sctao6,cubic,6.89,357.5,1139.0
ba2si,liquid,4.28,571.3,680.6
ba2si,orthorhombic,4.28,571.3,341.8
ba2si3ag,liquid,4.82,508.6,745.8
ba2si3ag,orthorhombic,4.82,508.6,365.1
ba2si3ni,liquid,4.69,522.2,762.0
ba2si3ni,hexagonal,4.69,522.2,326.8
ba2si3o8,liquid,3.92,622.3,2070.1
ba2si3o8,monoclinic,3.92,622.3,1071.2
ba2si5n8,liquid,4.61,531.3,1153.1
ba2si5n8,orthorhombic,4.61,531.3,657.5
ba2sio4,liquid,5.38,456.5,2062.9
ba2sio4,orthorhombic,5.38,456.5,998.9
ba2sis4,liquid,3.81,639.2,1403.7
ba2sis4,orthorhombic,3.81,639.2,616.7
ba2sise4,liquid,4.71,519.9,1326.2
ba2sise4,monoclinic,4.71,519.9,726.2
ba2site4,liquid,5.0,490.0,1136.3
ba2site4,monoclinic,5.0,490.0,485.5
ba2sm(cuo2)4,liquid,6.32,389.2,1469.9
ba2sm(cuo2)4,orthorhombic,6.32,389.2,673.0
ba2smbio6,liquid,7.28,338.5,1801.2
ba2smbio6,cubic,7.28,338.5,1006.1
ba2smgase5,liquid,5.3,462.6,1408.6
ba2smgase5,triclinic,5.3,462.6,624.0
ba2smmoo6,liquid,6.41,383.9,1908.1
ba2smmoo6,tetragonal,6.41,383.9,1006.6
ba2smnbo6,liquid,6.32,389.5,2078.5
ba2smnbo6,cubic,6.32,389.5,991.1
ba2smoso6,liquid,7.54,327.3,1820.9
ba2smoso6,cubic,7.54,327.3,837.5
ba2smpao6,liquid,6.88,358.4,2206.1
ba2smpao6,cubic,6.88,358.4,935.2
ba2smsbo6,liquid,6.66,369.9,1918.3
ba2smsbo6,cubic,6.66,369.9,846.8
ba2smtao6,liquid,7.21,342.0,2133.2
ba2smtao6,cubic,7.21,342.0,1033.7
ba2smuo6,liquid,7.12,346.3,2167.9
ba2smuo6,cubic,7.12,346.3,1160.3
ba2smwo6,liquid,7.29,338.1,1938.8
ba2smwo6,cubic,7.29,338.1,815.2
ba2sn,liquid,4.85,505.2,823.5
ba2sn,orthorhombic,4.85,505.2,348.6
ba2snhg,liquid,6.47,380.7,834.3
ba2snhg,cubic,6.47,380.7,378.3
ba2sno4,liquid,6.51,378.0,1776.4
ba2sno4,tetragonal,6.51,378.0,722.1
ba2sns3f2,liquid,4.52,541.3,1666.6
ba2sns3f2,orthorhombic,4.52,541.3,778.7
ba2sns4,liquid,4.17,585.2,1316.8
ba2sns4,monoclinic,4.17,585.2,675.1
ba2snse3f2,liquid,5.17,474.0,1641.8
ba2snse3f2,orthorhombic,5.17,474.0,764.1
ba2snse4,liquid,5.04,486.0,1285.0
ba2snse4,monoclinic,5.04,486.0,527.3
ba2snse5,liquid,5.13,477.8,1230.3
ba2snse5,orthorhombic,5.13,477.8,590.8
ba2snte5,liquid,5.64,435.3,1106.2
ba2snte5,orthorhombic,5.64,435.3,543.3
ba2sriro6,liquid,6.62,371.9,1655.5
ba2sriro6,cubic,6.62,371.9,683.1
ba2srseo6,liquid,5.85,420.3,1673.1
ba2srseo6,cubic,5.85,420.3,874.9
ba2srteo6,liquid,5.91,416.3,1778.7
ba2srteo6,trigonal,5.91,416.3,943.9
ba2sruo6,liquid,6.65,370.4,2129.2
ba2sruo6,monoclinic,6.65,370.4,1017.1
ba2srwo6,liquid,6.45,381.5,1885.7
ba2srwo6,monoclinic,6.45,381.5,994.0
ba2ta15o32,liquid,9.26,267.1,1993.4
ba2ta15o32,trigonal,9.26,267.1,1033.2
ba2ta2o7,liquid,7.58,325.7,2097.9
ba2ta2o7,orthorhombic,7.58,325.7,824.8
ba2ta6te2o21,liquid,6.9,356.9,1933.3
ba2ta6te2o21,monoclinic,6.9,356.9,797.9
ba2tabio6,liquid,7.77,317.7,1877.8
ba2tabio6,monoclinic,7.77,317.7,869.8
ba2tacro6,liquid,7.14,345.3,1975.6
ba2tacro6,hexagonal,7.14,345.3,1056.8
ba2tafeo6,liquid,7.31,337.3,1902.8
ba2tafeo6,cubic,7.31,337.3,999.3
ba2taino6,liquid,7.47,330.3,1933.8
ba2taino6,cubic,7.47,330.3,1038.3
ba2tan3,liquid,6.69,368.0,1113.4
ba2tan3,monoclinic,6.69,368.0,630.5
ba2tatlo6,liquid,8.09,305.2,1816.7
ba2tatlo6,cubic,8.09,305.2,951.4
ba2tbbio6,liquid,7.38,334.1,1822.0
ba2tbbio6,monoclinic,7.38,334.1,913.8
ba2tbiro6,liquid,7.91,312.2,1796.7
ba2tbiro6,cubic,7.91,312.2,891.3
ba2tbmoo6,liquid,6.69,368.0,1911.9
ba2tbmoo6,cubic,6.69,368.0,842.1
ba2tbnbo6,liquid,6.58,374.5,2103.2
ba2tbnbo6,tetragonal,6.58,374.5,920.4
ba2tbpao6,liquid,7.19,342.9,2229.0
ba2tbpao6,cubic,7.19,342.9,928.6
ba2tbsbo6,liquid,6.93,355.4,1937.8
ba2tbsbo6,cubic,6.93,355.4,978.6
ba2tbtao6,liquid,7.57,325.8,2157.1
ba2tbtao6,tetragonal,7.57,325.8,1198.3
ba2tbwo6,liquid,7.58,325.6,1963.3
ba2tbwo6,monoclinic,7.58,325.6,974.3
ba2teo,liquid,5.28,465.0,1647.5
ba2teo,tetragonal,5.28,465.0,920.6
ba2tep2o9,liquid,4.5,543.6,1834.5
ba2tep2o9,triclinic,4.5,543.6,926.8
ba2ths6,liquid,4.68,522.5,1442.6
ba2ths6,tetragonal,4.68,522.5,608.2
ba2ti(geo4)2,liquid,4.61,531.3,1852.5
ba2ti(geo4)2,tetragonal,4.61,531.3,739.8
ba2ti(sio4)2,liquid,4.38,557.8,2099.6
ba2ti(sio4)2,tetragonal,4.38,557.8,929.6
ba2ti13o22,liquid,5.01,489.0,2064.8
ba2ti13o22,orthorhombic,5.01,489.0,849.8
ba2ti6o13,liquid,4.76,514.7,2120.2
ba2ti6o13,monoclinic,4.76,514.7,1160.1
ba2tio4,liquid,5.09,481.9,2079.6
ba2tio4,monoclinic,5.09,481.9,1036.6
ba2tis4,liquid,3.8,641.5,1494.6
ba2tis4,orthorhombic,3.8,641.5,808.0
ba2tl(ho)7,liquid,4.73,517.8,1325.1
ba2tl(ho)7,monoclinic,4.73,517.8,700.2
ba2tl2o5,liquid,7.59,325.0,1434.1
ba2tl2o5,orthorhombic,7.59,325.0,588.9
ba2tlcd,liquid,6.38,385.8,715.4
ba2tlcd,cubic,6.38,385.8,295.3
ba2tlf7,liquid,6.11,402.5,2069.7
ba2tlf7,monoclinic,6.11,402.5,966.8
ba2tlhg,liquid,7.48,329.8,762.8
ba2tlhg,cubic,7.48,329.8,371.8
ba2tlsbo6,liquid,7.44,331.4,1576.6
ba2tlsbo6,cubic,7.44,331.4,812.5
ba2tlzn,liquid,6.14,400.9,681.4
